author,title,rating,description,source,buy_link
Sarah Winman,When God Was a Rabbit,3.67,Book by Sarah Winman,goodbooks,https://www.amazon.in/s?k=When+God+Was+a+Rabbit
Lang Leav,Love & Misadventure,4.05,Book by Lang Leav,goodbooks,https://www.amazon.in/s?k=Love+&+Misadventure
"Francis Chan, Danae Yankoski",Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,4.17,"Book by Francis Chan, Danae Yankoski",goodbooks,https://www.amazon.in/s?k=Forgotten+God:+Reversing+Our+Tragic+Neglect+of+the+Holy+Spirit
Vince Flynn,Term Limits,4.3,Book by Vince Flynn,goodbooks,https://www.amazon.in/s?k=Term+Limits
Tom Franklin,"Crooked Letter, Crooked Letter",3.82,Book by Tom Franklin,goodbooks,"https://www.amazon.in/s?k=Crooked+Letter,+Crooked+Letter"
"Rainer Maria Rilke, Reginald Snell, Franz Xaver Kappus",Letters to a Young Poet,4.34,"Book by Rainer Maria Rilke, Reginald Snell, Franz Xaver Kappus",goodbooks,https://www.amazon.in/s?k=Letters+to+a+Young+Poet
Meg Cabot,"Princess in the Spotlight (The Princess Diaries, #2)",3.67,Book by Meg Cabot,goodbooks,"https://www.amazon.in/s?k=Princess+in+the+Spotlight+(The+Princess+Diaries,+#2)"
Anna Banks,"Of Poseidon (The Syrena Legacy, #1)",4.04,Book by Anna Banks,goodbooks,"https://www.amazon.in/s?k=Of+Poseidon+(The+Syrena+Legacy,+#1)"
Sherrilyn Kenyon,Night Embrace (Dark-Hunter #2),4.25,Book by Sherrilyn Kenyon,goodbooks,https://www.amazon.in/s?k=Night+Embrace+(Dark-Hunter+#2)
James Patterson,"The Lake House (When the Wind Blows, #2)",3.79,Book by James Patterson,goodbooks,"https://www.amazon.in/s?k=The+Lake+House+(When+the+Wind+Blows,+#2)"
Ann Patchett,Run,3.53,Book by Ann Patchett,goodbooks,https://www.amazon.in/s?k=Run
"Charles Baudelaire, Richard Howard",Les Fleurs du Mal,4.26,"Book by Charles Baudelaire, Richard Howard",goodbooks,https://www.amazon.in/s?k=Les+Fleurs+du+Mal
"Janet Evanovich, Lee Goldberg","The Heist (Fox and O'Hare, #1)",3.78,"Book by Janet Evanovich, Lee Goldberg",goodbooks,"https://www.amazon.in/s?k=The+Heist+(Fox+and+O'Hare,+#1)"
"Pierre-Ambroise Choderlos de Laclos, Douglas Parmée",Les Liaisons dangereuses,4.07,"Book by Pierre-Ambroise Choderlos de Laclos, Douglas Parmée",goodbooks,https://www.amazon.in/s?k=Les+Liaisons+dangereuses
E. Nesbit,The Railway Children,3.99,Book by E. Nesbit,goodbooks,https://www.amazon.in/s?k=The+Railway+Children
David Baldacci,"The Last Mile (Amos Decker, #2)",4.22,Book by David Baldacci,goodbooks,"https://www.amazon.in/s?k=The+Last+Mile+(Amos+Decker,+#2)"
Terry Pratchett,"Snuff (Discworld, #39; City Watch #8)",4.15,Book by Terry Pratchett,goodbooks,"https://www.amazon.in/s?k=Snuff+(Discworld,+#39;+City+Watch+#8)"
Ilona Andrews,"Magic Slays (Kate Daniels, #5)",4.43,Book by Ilona Andrews,goodbooks,"https://www.amazon.in/s?k=Magic+Slays+(Kate+Daniels,+#5)"
Aldous Huxley,The Doors of Perception & Heaven and Hell,3.96,Book by Aldous Huxley,goodbooks,https://www.amazon.in/s?k=The+Doors+of+Perception+&+Heaven+and+Hell
Irwin Shaw,"Rich Man, Poor Man",4.15,Book by Irwin Shaw,goodbooks,"https://www.amazon.in/s?k=Rich+Man,+Poor+Man"
Gilly Macmillan,What She Knew,3.89,Book by Gilly Macmillan,goodbooks,https://www.amazon.in/s?k=What+She+Knew
Michael Connelly,"The Black Box (Harry Bosch, #18; Harry Bosch Universe, #22)",4.09,Book by Michael Connelly,goodbooks,"https://www.amazon.in/s?k=The+Black+Box+(Harry+Bosch,+#18;+Harry+Bosch+Universe,+#22)"
Sheri Reynolds,The Rapture of Canaan,3.8,Book by Sheri Reynolds,goodbooks,https://www.amazon.in/s?k=The+Rapture+of+Canaan
Pat Frank,"Alas, Babylon",4.07,Book by Pat Frank,goodbooks,"https://www.amazon.in/s?k=Alas,+Babylon"
Vince Flynn,"The Third Option (Mitch Rapp, #4)",4.26,Book by Vince Flynn,goodbooks,"https://www.amazon.in/s?k=The+Third+Option+(Mitch+Rapp,+#4)"
Kazu Kibuishi,"The Stonekeeper (Amulet, #1)",4.15,Book by Kazu Kibuishi,goodbooks,"https://www.amazon.in/s?k=The+Stonekeeper+(Amulet,+#1)"
Flannery O'Connor,The Complete Stories,4.44,Book by Flannery O'Connor,goodbooks,https://www.amazon.in/s?k=The+Complete+Stories
L.J. Smith,"Dark Visions (Dark Visions, #1-3)",4.19,Book by L.J. Smith,goodbooks,"https://www.amazon.in/s?k=Dark+Visions+(Dark+Visions,+#1-3)"
Anthony  Ryan,"Tower Lord (Raven's Shadow, #2)",4.19,Book by Anthony  Ryan,goodbooks,"https://www.amazon.in/s?k=Tower+Lord+(Raven's+Shadow,+#2)"
Lisa Scottoline,Look Again,3.85,Book by Lisa Scottoline,goodbooks,https://www.amazon.in/s?k=Look+Again
Nick Hornby,Fever Pitch,3.72,Book by Nick Hornby,goodbooks,https://www.amazon.in/s?k=Fever+Pitch
Anne Rice,"Pandora (New Tales of the Vampires, #1)",3.73,Book by Anne Rice,goodbooks,"https://www.amazon.in/s?k=Pandora+(New+Tales+of+the+Vampires,+#1)"
Kevin Hearne,"Tricked (The Iron Druid Chronicles, #4)",4.25,Book by Kevin Hearne,goodbooks,"https://www.amazon.in/s?k=Tricked+(The+Iron+Druid+Chronicles,+#4)"
Sister Souljah,The Coldest Winter Ever,4.47,Book by Sister Souljah,goodbooks,https://www.amazon.in/s?k=The+Coldest+Winter+Ever
Shunryu Suzuki,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",4.23,Book by Shunryu Suzuki,goodbooks,"https://www.amazon.in/s?k=Zen+Mind,+Beginner's+Mind:+Informal+Talks+on+Zen+Meditation+and+Practice"
"Han Kang, Deborah     Smith",The Vegetarian,3.59,"Book by Han Kang, Deborah     Smith",goodbooks,https://www.amazon.in/s?k=The+Vegetarian
"Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak",The Castle,3.97,"Book by Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak",goodbooks,https://www.amazon.in/s?k=The+Castle
Mark  Lawrence,"Emperor of Thorns (The Broken Empire, #3)",4.27,Book by Mark  Lawrence,goodbooks,"https://www.amazon.in/s?k=Emperor+of+Thorns+(The+Broken+Empire,+#3)"
Jonathan Swift,A Modest Proposal,4.05,Book by Jonathan Swift,goodbooks,https://www.amazon.in/s?k=A+Modest+Proposal
Sam Harris,Letter to a Christian Nation,4.04,Book by Sam Harris,goodbooks,https://www.amazon.in/s?k=Letter+to+a+Christian+Nation
L.J. Smith,"Shadow Souls (The Vampire Diaries: The Return, #2)",3.79,Book by L.J. Smith,goodbooks,"https://www.amazon.in/s?k=Shadow+Souls+(The+Vampire+Diaries:+The+Return,+#2)"
Susane Colasanti,When It Happens,3.74,Book by Susane Colasanti,goodbooks,https://www.amazon.in/s?k=When+It+Happens
Edmund Morris,The Rise of Theodore Roosevelt,4.25,Book by Edmund Morris,goodbooks,https://www.amazon.in/s?k=The+Rise+of+Theodore+Roosevelt
Connie Willis,"Doomsday Book (Oxford Time Travel, #1)",4.03,Book by Connie Willis,goodbooks,"https://www.amazon.in/s?k=Doomsday+Book+(Oxford+Time+Travel,+#1)"
David Baldacci,"The Escape (John Puller, #3)",4.14,Book by David Baldacci,goodbooks,"https://www.amazon.in/s?k=The+Escape+(John+Puller,+#3)"
Bryan Stevenson,Just Mercy: A Story of Justice and Redemption,4.58,Book by Bryan Stevenson,goodbooks,https://www.amazon.in/s?k=Just+Mercy:+A+Story+of+Justice+and+Redemption
David Eddings,"The Seeress of Kell (The Malloreon, #5)",4.12,Book by David Eddings,goodbooks,"https://www.amazon.in/s?k=The+Seeress+of+Kell+(The+Malloreon,+#5)"
Brian L. Weiss,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",4.17,Book by Brian L. Weiss,goodbooks,"https://www.amazon.in/s?k=Many+Lives,+Many+Masters:+The+True+Story+of+a+Prominent+Psychiatrist,+His+Young+Patient,+and+the+Past+Life+Therapy+That+Changed+Both+Their+Lives"
Michael Connelly,"The Burning Room (Harry Bosch, #19; Harry Bosch Universe, #24)",4.05,Book by Michael Connelly,goodbooks,"https://www.amazon.in/s?k=The+Burning+Room+(Harry+Bosch,+#19;+Harry+Bosch+Universe,+#24)"
Keith Ferrazzi,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",3.8,Book by Keith Ferrazzi,goodbooks,"https://www.amazon.in/s?k=Never+Eat+Alone:+And+Other+Secrets+to+Success,+One+Relationship+at+a+Time"
Jeaniene Frost,"This Side of the Grave (Night Huntress, #5)",4.28,Book by Jeaniene Frost,goodbooks,"https://www.amazon.in/s?k=This+Side+of+the+Grave+(Night+Huntress,+#5)"
Tamora Pierce,"First Test (Protector of the Small, #1)",4.24,Book by Tamora Pierce,goodbooks,"https://www.amazon.in/s?k=First+Test+(Protector+of+the+Small,+#1)"
Melina Marchetta,On the Jellicoe Road,4.15,Book by Melina Marchetta,goodbooks,https://www.amazon.in/s?k=On+the+Jellicoe+Road
"Kimon Nicolaides, Mamie Harmon",The Natural Way to Draw,3.88,"Book by Kimon Nicolaides, Mamie Harmon",goodbooks,https://www.amazon.in/s?k=The+Natural+Way+to+Draw
R.A. Salvatore,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",4.14,Book by R.A. Salvatore,goodbooks,"https://www.amazon.in/s?k=Streams+of+Silver+(Forgotten+Realms:+Icewind+Dale,+#2;+Legend+of+Drizzt,+#5)"
Lorna Landvik,Angry Housewives Eating Bon Bons,3.78,Book by Lorna Landvik,goodbooks,https://www.amazon.in/s?k=Angry+Housewives+Eating+Bon+Bons
"Kate DiCamillo, K.G. Campbell",Flora and Ulysses: The Illuminated Adventures,3.87,"Book by Kate DiCamillo, K.G. Campbell",goodbooks,https://www.amazon.in/s?k=Flora+and+Ulysses:+The+Illuminated+Adventures
Cecelia Ahern,If You Could See Me Now,3.84,Book by Cecelia Ahern,goodbooks,https://www.amazon.in/s?k=If+You+Could+See+Me+Now
Edward P. Jones,The Known World,3.82,Book by Edward P. Jones,goodbooks,https://www.amazon.in/s?k=The+Known+World
James     Baldwin,Giovanni's Room,4.21,Book by James     Baldwin,goodbooks,https://www.amazon.in/s?k=Giovanni's+Room
Yuu Watase,"Absolute Boyfriend, Vol. 1",4.01,Book by Yuu Watase,goodbooks,"https://www.amazon.in/s?k=Absolute+Boyfriend,+Vol.+1"
Michael Connelly,"The Gods of Guilt (Mickey Haller, #6; Harry Bosch Universe, #23)",4.09,Book by Michael Connelly,goodbooks,"https://www.amazon.in/s?k=The+Gods+of+Guilt+(Mickey+Haller,+#6;+Harry+Bosch+Universe,+#23)"
"Marcel Proust, Simon Vance, Lydia Davis","Swann's Way (In Search of Lost Time, #1)",4.14,"Book by Marcel Proust, Simon Vance, Lydia Davis",goodbooks,"https://www.amazon.in/s?k=Swann's+Way+(In+Search+of+Lost+Time,+#1)"
"Don    Wood, Audrey Wood","The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",4.31,"Book by Don    Wood, Audrey Wood",goodbooks,"https://www.amazon.in/s?k=The+Little+Mouse,+the+Red+Ripe+Strawberry,+and+the+Big+Hungry+Bear"
Laurell K. Hamilton,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)",3.84,Book by Laurell K. Hamilton,goodbooks,"https://www.amazon.in/s?k=Cerulean+Sins+(Anita+Blake,+Vampire+Hunter,+#11)"
"Isabel Allende, Margaret Sayers Peden",Eva Luna,3.95,"Book by Isabel Allende, Margaret Sayers Peden",goodbooks,https://www.amazon.in/s?k=Eva+Luna
Daniel H. Wilson,"Robopocalypse (Robopocalypse, #1)",3.67,Book by Daniel H. Wilson,goodbooks,"https://www.amazon.in/s?k=Robopocalypse+(Robopocalypse,+#1)"
Dean Koontz,"Fear Nothing (Moonlight Bay, #1)",3.99,Book by Dean Koontz,goodbooks,"https://www.amazon.in/s?k=Fear+Nothing+(Moonlight+Bay,+#1)"
Jeaniene Frost,"First Drop of Crimson (Night Huntress World, #1)",4.15,Book by Jeaniene Frost,goodbooks,"https://www.amazon.in/s?k=First+Drop+of+Crimson+(Night+Huntress+World,+#1)"
Janet Evanovich,"Plum Lucky (Stephanie Plum, #13.5)",3.72,Book by Janet Evanovich,goodbooks,"https://www.amazon.in/s?k=Plum+Lucky+(Stephanie+Plum,+#13.5)"
Marian Keyes,This Charming Man,3.75,Book by Marian Keyes,goodbooks,https://www.amazon.in/s?k=This+Charming+Man
"James Patterson, Maxine Paetro","The 8th Confession (Women's Murder Club, #8)",4.02,"Book by James Patterson, Maxine Paetro",goodbooks,"https://www.amazon.in/s?k=The+8th+Confession+(Women's+Murder+Club,+#8)"
Sue Townsend,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",3.85,Book by Sue Townsend,goodbooks,"https://www.amazon.in/s?k=The+Secret+Diary+of+Adrian+Mole,+Aged+13+3/4+(Adrian+Mole,+#1)"
W. Somerset Maugham,The Razor's Edge,4.18,Book by W. Somerset Maugham,goodbooks,https://www.amazon.in/s?k=The+Razor's+Edge
Edward Gorey,"Amphigorey (Amphigorey, #1)",4.08,Book by Edward Gorey,goodbooks,"https://www.amazon.in/s?k=Amphigorey+(Amphigorey,+#1)"
"Mike Carey, Glenn Fabry, Neil Gaiman",Neil Gaiman's Neverwhere,4.21,"Book by Mike Carey, Glenn Fabry, Neil Gaiman",goodbooks,https://www.amazon.in/s?k=Neil+Gaiman's+Neverwhere
Chloe Neill,"Some Girls Bite (Chicagoland Vampires, #1)",4.01,Book by Chloe Neill,goodbooks,"https://www.amazon.in/s?k=Some+Girls+Bite+(Chicagoland+Vampires,+#1)"
James     Baldwin,Go Tell It on the Mountain,4.0,Book by James     Baldwin,goodbooks,https://www.amazon.in/s?k=Go+Tell+It+on+the+Mountain
Jasper Fforde,"Lost in a Good Book (Thursday Next, #2)",4.14,Book by Jasper Fforde,goodbooks,"https://www.amazon.in/s?k=Lost+in+a+Good+Book+(Thursday+Next,+#2)"
"Naoki Higashida, K.A. Yoshida, David Mitchell",The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,3.78,"Book by Naoki Higashida, K.A. Yoshida, David Mitchell",goodbooks,https://www.amazon.in/s?k=The+Reason+I+Jump:+The+Inner+Voice+of+a+Thirteen-Year-Old+Boy+with+Autism
Rick Riordan,"The Hidden Oracle (The Trials of Apollo, #1)",4.33,Book by Rick Riordan,goodbooks,"https://www.amazon.in/s?k=The+Hidden+Oracle+(The+Trials+of+Apollo,+#1)"
Jeaniene Frost,"Once Burned (Night Prince, #1)",4.24,Book by Jeaniene Frost,goodbooks,"https://www.amazon.in/s?k=Once+Burned+(Night+Prince,+#1)"
Jon Krakauer,Missoula: Rape and the Justice System in a College Town,4.06,Book by Jon Krakauer,goodbooks,https://www.amazon.in/s?k=Missoula:+Rape+and+the+Justice+System+in+a+College+Town
Isaac Asimov,The End of Eternity,4.21,Book by Isaac Asimov,goodbooks,https://www.amazon.in/s?k=The+End+of+Eternity
David Eddings,"Sorceress of Darshiva (The Malloreon, #4)",4.09,Book by David Eddings,goodbooks,"https://www.amazon.in/s?k=Sorceress+of+Darshiva+(The+Malloreon,+#4)"
Janette Oke,"Love Comes Softly (Love Comes Softly, #1)",4.22,Book by Janette Oke,goodbooks,"https://www.amazon.in/s?k=Love+Comes+Softly+(Love+Comes+Softly,+#1)"
Joe Abercrombie,"Half a King (Shattered Sea, #1)",3.98,Book by Joe Abercrombie,goodbooks,"https://www.amazon.in/s?k=Half+a+King+(Shattered+Sea,+#1)"
Jeffrey Archer,"The Prodigal Daughter (Kane & Abel, #2)",3.92,Book by Jeffrey Archer,goodbooks,"https://www.amazon.in/s?k=The+Prodigal+Daughter+(Kane+&+Abel,+#2)"
Brent Weeks,"The Broken Eye (Lightbringer, #3)",4.46,Book by Brent Weeks,goodbooks,"https://www.amazon.in/s?k=The+Broken+Eye+(Lightbringer,+#3)"
"W.B. Yeats, Richard J. Finneran",The Collected Poems of W.B. Yeats,4.25,"Book by W.B. Yeats, Richard J. Finneran",goodbooks,https://www.amazon.in/s?k=The+Collected+Poems+of+W.B.+Yeats
Tamora Pierce,"Lady Knight (Protector of the Small, #4)",4.3,Book by Tamora Pierce,goodbooks,"https://www.amazon.in/s?k=Lady+Knight+(Protector+of+the+Small,+#4)"
David Baldacci,"Stone Cold (Camel Club, #3)",4.11,Book by David Baldacci,goodbooks,"https://www.amazon.in/s?k=Stone+Cold+(Camel+Club,+#3)"
أحمد مراد,ڤيرتيجو,3.72,Book by أحمد مراد,goodbooks,https://www.amazon.in/s?k=ڤيرتيجو
"Barbara Shook Hazen, Robert Lewis May, Richard Scarry",Rudolph the Red-Nosed Reindeer,4.3,"Book by Barbara Shook Hazen, Robert Lewis May, Richard Scarry",goodbooks,https://www.amazon.in/s?k=Rudolph+the+Red-Nosed+Reindeer
"Haruki Murakami, Jay Rubin, Alfred Birnbaum",The Elephant Vanishes,3.88,"Book by Haruki Murakami, Jay Rubin, Alfred Birnbaum",goodbooks,https://www.amazon.in/s?k=The+Elephant+Vanishes
Frederik Pohl,"Gateway (Heechee Saga, #1)",4.07,Book by Frederik Pohl,goodbooks,"https://www.amazon.in/s?k=Gateway+(Heechee+Saga,+#1)"
"Kerry Patterson, Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey",Crucial Conversations: Tools for Talking When Stakes Are High,4.0,"Book by Kerry Patterson, Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey",goodbooks,https://www.amazon.in/s?k=Crucial+Conversations:+Tools+for+Talking+When+Stakes+Are+High
Thomas Cahill,How the Irish Saved Civilization,3.81,Book by Thomas Cahill,goodbooks,https://www.amazon.in/s?k=How+the+Irish+Saved+Civilization
"Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn","The Walking Dead, Book One (The Walking Dead #1-12)",4.36,"Book by Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn",goodbooks,"https://www.amazon.in/s?k=The+Walking+Dead,+Book+One+(The+Walking+Dead+#1-12)"
Mary Roach,Gulp: Adventures on the Alimentary Canal,3.92,Book by Mary Roach,goodbooks,https://www.amazon.in/s?k=Gulp:+Adventures+on+the+Alimentary+Canal
Ruth Reichl,Tender at the Bone: Growing Up at the Table,4.05,Book by Ruth Reichl,goodbooks,https://www.amazon.in/s?k=Tender+at+the+Bone:+Growing+Up+at+the+Table
Terry Pratchett,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",4.22,Book by Terry Pratchett,goodbooks,"https://www.amazon.in/s?k=Wintersmith+(Discworld,+#35;+Tiffany+Aching,+#3)"
William  Gibson,The Miracle Worker,4.21,Book by William  Gibson,goodbooks,https://www.amazon.in/s?k=The+Miracle+Worker
Maya Banks,"Fever (Breathless, #2)",4.01,Book by Maya Banks,goodbooks,"https://www.amazon.in/s?k=Fever+(Breathless,+#2)"
Alice Sebold,The Almost Moon,2.67,Book by Alice Sebold,goodbooks,https://www.amazon.in/s?k=The+Almost+Moon
P.D. James,The Children of Men,3.69,Book by P.D. James,goodbooks,https://www.amazon.in/s?k=The+Children+of+Men
"Thomas Hobbes, C.B. Macpherson",Leviathan,3.66,"Book by Thomas Hobbes, C.B. Macpherson",goodbooks,https://www.amazon.in/s?k=Leviathan
Sandra Brown,Mean Streak,4.04,Book by Sandra Brown,goodbooks,https://www.amazon.in/s?k=Mean+Streak
K. Bromberg,"Fueled (Driven, #2)",4.51,Book by K. Bromberg,goodbooks,"https://www.amazon.in/s?k=Fueled+(Driven,+#2)"
Sloane Crosley,I Was Told There'd Be Cake,3.45,Book by Sloane Crosley,goodbooks,https://www.amazon.in/s?k=I+Was+Told+There'd+Be+Cake
Antonia Fraser,Marie Antoinette: The Journey,3.91,Book by Antonia Fraser,goodbooks,https://www.amazon.in/s?k=Marie+Antoinette:+The+Journey
Michelle Magorian,"Good Night, Mr. Tom",4.28,Book by Michelle Magorian,goodbooks,"https://www.amazon.in/s?k=Good+Night,+Mr.+Tom"
Tabitha Suzuma,Forbidden,4.06,Book by Tabitha Suzuma,goodbooks,https://www.amazon.in/s?k=Forbidden
"Rob Thomas, Jennifer Graham","The Thousand-Dollar Tan Line (Veronica Mars, #1)",3.99,"Book by Rob Thomas, Jennifer Graham",goodbooks,"https://www.amazon.in/s?k=The+Thousand-Dollar+Tan+Line+(Veronica+Mars,+#1)"
Philip Roth,The Plot Against America,3.71,Book by Philip Roth,goodbooks,https://www.amazon.in/s?k=The+Plot+Against+America
J.R. Moehringer,The Tender Bar,3.93,Book by J.R. Moehringer,goodbooks,https://www.amazon.in/s?k=The+Tender+Bar
Brian Jacques,"Martin the Warrior (Redwall, #6)",4.13,Book by Brian Jacques,goodbooks,"https://www.amazon.in/s?k=Martin+the+Warrior+(Redwall,+#6)"
Cinda Williams Chima,"The Exiled Queen (Seven Realms, #2)",4.34,Book by Cinda Williams Chima,goodbooks,"https://www.amazon.in/s?k=The+Exiled+Queen+(Seven+Realms,+#2)"
"Danny Sugerman, Jerry Hopkins",No One Here Gets Out Alive,3.92,"Book by Danny Sugerman, Jerry Hopkins",goodbooks,https://www.amazon.in/s?k=No+One+Here+Gets+Out+Alive
"Marguerite Henry, Wesley Dennis","Misty of Chincoteague (Misty, #1)",4.04,"Book by Marguerite Henry, Wesley Dennis",goodbooks,"https://www.amazon.in/s?k=Misty+of+Chincoteague+(Misty,+#1)"
David Mitchell,Black Swan Green,3.97,Book by David Mitchell,goodbooks,https://www.amazon.in/s?k=Black+Swan+Green
Jane Green,The Other Woman,3.68,Book by Jane Green,goodbooks,https://www.amazon.in/s?k=The+Other+Woman
Haven Kimmel,A Girl Named Zippy,3.79,Book by Haven Kimmel,goodbooks,https://www.amazon.in/s?k=A+Girl+Named+Zippy
Sidney Sheldon,Nothing Lasts Forever,3.82,Book by Sidney Sheldon,goodbooks,https://www.amazon.in/s?k=Nothing+Lasts+Forever
Nathaniel Philbrick,"Mayflower: A Story of Courage, Community, and War",3.86,Book by Nathaniel Philbrick,goodbooks,"https://www.amazon.in/s?k=Mayflower:+A+Story+of+Courage,+Community,+and+War"
Kresley Cole,Wicked Deeds on a Winter's Night (Immortals After Dark #4),4.37,Book by Kresley Cole,goodbooks,https://www.amazon.in/s?k=Wicked+Deeds+on+a+Winter's+Night+(Immortals+After+Dark+#4)
Joseph J. Ellis,His Excellency: George Washington,3.9,Book by Joseph J. Ellis,goodbooks,https://www.amazon.in/s?k=His+Excellency:+George+Washington
"William Gibson, Bruce Sterling","Burning Chrome (Sprawl, #0)",4.05,"Book by William Gibson, Bruce Sterling",goodbooks,"https://www.amazon.in/s?k=Burning+Chrome+(Sprawl,+#0)"
Lauren Weisberger,Last Night at Chateau Marmont,3.51,Book by Lauren Weisberger,goodbooks,https://www.amazon.in/s?k=Last+Night+at+Chateau+Marmont
"A.L. Singer, Walt Disney Company","Sleeping Beauty (Disney Princess, 5)",4.32,"Book by A.L. Singer, Walt Disney Company",goodbooks,"https://www.amazon.in/s?k=Sleeping+Beauty+(Disney+Princess,+5)"
Rebecca Donovan,"Out of Breath (Breathing, #3)",4.32,Book by Rebecca Donovan,goodbooks,"https://www.amazon.in/s?k=Out+of+Breath+(Breathing,+#3)"
